Welcome to the profile statistics browser.
cProfiled.rmm.pool% cProfiled.rmm.pool% Wed May 11 16:21:45 2022    cProfiled.rmm.pool

         11575143 function calls (11544055 primitive calls) in 75.363 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/email/errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/io/stata.py:487(PossiblePrecisionLoss)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/constants/_codata.py:1561(ConstantWarning)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/concurrent/futures/process.py:118(_RemoteTraceback)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/multiprocessing/connection.py:770(ConnectionWrapper)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/misc/dummyarray.py:114(Element)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/multiprocessing/context.py:293(ForkContext)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/typing/builtins.py:102(IterNext)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/ir.py:302(Inst)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/llvmlite/ir/types.py:319(FloatType)
        2    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/calendar.py:55(__init__)
        2    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pytz/lazy.py:144(LazySet)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/optimize/_basinhopping.py:279(MinimizerWrapper)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pkg_resources/__init__.py:2991(EggInfoDistribution)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numpy/core/arrayprint.py:1184(IntegerFormat)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/emplike/elanova.py:58(ANOVA)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/cuda/compiler.py:107(CUDALegalization)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/testing/main.py:625(_FakeStringIO)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:4364(Suppress)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/yaml/events.py:64(ScalarEvent)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pyarrow/ipc.py:81(RecordBatchFileReader)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/sparse/linalg/_eigen/arpack/arpack.py:282(ArpackNoConvergence)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/sparse/linalg/_eigen/arpack/arpack.py:905(SpLuInv)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/ctypes/__init__.py:163(c_short)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/nonparametric/_kernel_base.py:338(EstimatorSettings)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/discrete/discrete_model.py:4350(OrderedResultsWrapper)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/cuda/cudadecl.py:151(Cuda_grid_group_sync)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/configparser.py:181(NoSectionError)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/cuda/stubs.py:54(threadIdx)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/llvmlite/llvmpy/core.py:238(Builder)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pytz/exceptions.py:11(Error)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/_lib/_pep440.py:129(InvalidVersion)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numpy/lib/index_tricks.py:260(OGridClass)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/subprocess.py:2028(_save_input)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/sandbox/nonparametric/kernels.py:430(Epanechnikov)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/nonparametric/_kernel_base.py:396(LeaveOneOut)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/stats/correlation_tools.py:925(GaussianMultivariateKernel)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/tools/sm_exceptions.py:50(ParseError)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/unittest/mock.py:2062(NonCallableMagicMock)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/cuda/simulator/kernel.py:232(BlockManager)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/np/ufunc/parallel.py:177(ParallelUFuncBuilder)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/typing/npydecl.py:994(VDot)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3160(LineEnd)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/optimize/_optimize.py:3557(_Brute_Wrapper)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/tsa/base/tsa_model.py:863(TimeSeriesModelResults)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/psutil/_common.py:309(NoSuchProcess)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/joblib/_parallel_backends.py:606(FallbackToBackend)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/gam/generalized_additive_model.py:921(LogitGam)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/threading.py:936(_set_ident)
        2    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/threading.py:529(is_set)
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cudf/errors.py:4(UnsupportedCUDAError)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/cuda/simulator/kernelapi.py:37(GridGroup)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/cuda/cudadrv/devicearray.py:774(MappedNDArray)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/multiprocessing/reduction.py:211(_C)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/llvmlite/llvmpy/core.py:253(MetaDataString)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/types/containers.py:832(DictItemsIterableType)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/llvmlite/binding/context.py:20(GlobalContextRef)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3180(StringStart)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/tqdm/utils.py:175(CallbackIOWrapper)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/stats/_discrete_distns.py:1552(nchypergeom_fisher_gen)
        1    0.000    0.000    0.000    0.000 <decorator-gen-7>:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/emplike/elanova.py:18(_ANOVAOpt)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/fsspec/callbacks.py:150(NoOpCallback)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/importlib/metadata.py:154(FileHash)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cachetools/__init__.py:509(_Item)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupy/_indexing/generate.py:120(RClass)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/targetconfig.py:132(_NotSetType)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/errors.py:606(LoweringError)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/core/computation/ops.py:616(FuncNode)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/optimize/_dual_annealing.py:367(ObjectiveFunWrapper)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/yaml/representer.py:10(RepresenterError)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/joblib/compressor.py:542(ZlibCompressorWrapper)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/discrete/discrete_model.py:4372(GeneralizedPoissonResultsWrapper)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/logging/__init__.py:1743(RootLogger)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupy/_version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/multiprocessing/context.py:23(AuthenticationError)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/multiprocessing/context.py:279(SpawnProcess)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/typed_passes.py:355(NativeLowering)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/errors.py:576(NotDefinedError)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pytz/lazy.py:121(LazySet)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/argparse.py:677(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/yaml/dumper.py:9(BaseDumper)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numpy/ma/core.py:872(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/asyncio/queues.py:12(QueueEmpty)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/codegen.py:974(JITCodeLibrary)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/types/containers.py:659(ListTypeIterableType)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/colorama/ansi.py:93(AnsiStyle)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/tqdm/utils.py:231(_screen_shape_wrapper)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numpy/core/arrayprint.py:1207(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/sandbox/nonparametric/kernels.py:412(Uniform)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupyx/jit/_builtin_funcs.py:87(AtomicOp)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/llvmlite/binding/module.py:226(_GlobalsIterator)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3195(StringEnd)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/pydoc.py:2214(ModuleScanner)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/interpolate/_fitpack2.py:1791(RectSphereBivariateSpline)
        3    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/iolib/summary.py:297(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method cupy.cuda.pinned_memory.set_pinned_memory_allocator}
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/cuda/cudadrv/driver.py:2413(CudaPythonModule)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/np/ufunc/wrappers.py:667(_ScalarArgLoader)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/caching.py:709(FunctionCache)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/cpu.py:280(CPUTargetOptions)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/typing/npydecl.py:601(NdFullLike)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/typing/npydecl.py:886(NdStack)
        2    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/types/misc.py:333(key)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/tqdm/_monitor.py:9(TqdmSynchronisationWarning)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/stats/_stats_py.py:4375(SpearmanRConstantInputWarning)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/urllib/parse.py:329(SplitResult)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/cuda/models.py:20(GridGroupModel)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/typing/npydecl.py:907(NdColumnStack)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/datamodel/models.py:887(ArrayFlagsModel)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2372(Empty)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/argparse.py:705(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/unittest/case.py:25(SkipTest)
